poisons path,model,target class,base class,num poisons,max perturbation norm,epoch,loss,training_acc,natural_acc,poison_acc
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/5/,pretrained_models/MobileNetV2_CIFAR100.pth,7,9,25,1.0,39,0.6747037172317505,76.56,68.72,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/50/,pretrained_models/VGG11_CIFAR100.pth,1,3,25,1.0,39,0.5651209801435471,81.52,66.21,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/50/,pretrained_models/MobileNetV2_CIFAR100.pth,1,3,25,1.0,39,0.6767329066991806,76.68,68.76,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/51/,pretrained_models/VGG11_CIFAR100.pth,6,9,25,1.0,39,0.5567022532224655,82.28,66.41,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/51/,pretrained_models/MobileNetV2_CIFAR100.pth,6,9,25,1.0,39,0.6865030348300933,76.36,68.66,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/52/,pretrained_models/VGG11_CIFAR100.pth,0,3,25,1.0,39,0.5531517341732979,81.88,66.03,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/52/,pretrained_models/MobileNetV2_CIFAR100.pth,0,3,25,1.0,39,0.6752285957336426,76.72,68.79,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/53/,pretrained_models/VGG11_CIFAR100.pth,4,5,25,1.0,39,0.5653094545006752,80.64,66.31,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/53/,pretrained_models/MobileNetV2_CIFAR100.pth,4,5,25,1.0,39,0.6547625154256821,77.12,68.75,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/54/,pretrained_models/VGG11_CIFAR100.pth,4,8,25,1.0,39,0.5756338760256767,81.12,66.32,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/54/,pretrained_models/MobileNetV2_CIFAR100.pth,4,8,25,1.0,39,0.688017126917839,76.4,68.99,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/55/,pretrained_models/VGG11_CIFAR100.pth,7,3,25,1.0,39,0.549033111333847,82.84,66.35,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/55/,pretrained_models/MobileNetV2_CIFAR100.pth,7,3,25,1.0,39,0.666300106048584,77.2,69.15,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/56/,pretrained_models/VGG11_CIFAR100.pth,5,8,25,1.0,39,0.5731760486960411,82.64,66.0,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/56/,pretrained_models/MobileNetV2_CIFAR100.pth,5,8,25,1.0,39,0.6906997323036194,75.64,69.08,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/57/,pretrained_models/VGG11_CIFAR100.pth,5,1,25,1.0,39,0.5646840438246727,82.36,66.12,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/57/,pretrained_models/MobileNetV2_CIFAR100.pth,5,1,25,1.0,39,0.6967685610055924,76.32,68.77,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/58/,pretrained_models/VGG11_CIFAR100.pth,7,1,25,1.0,39,0.5617627009749413,82.32,66.49,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/58/,pretrained_models/MobileNetV2_CIFAR100.pth,7,1,25,1.0,39,0.6858275830745697,76.08,69.01,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/59/,pretrained_models/VGG11_CIFAR100.pth,5,0,25,1.0,39,0.5536304131150246,81.96,66.44,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/59/,pretrained_models/MobileNetV2_CIFAR100.pth,5,0,25,1.0,39,0.6887761950492859,76.44,69.05,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/6/,pretrained_models/VGG11_CIFAR100.pth,1,0,25,1.0,39,0.5592454388737679,81.32,66.1,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/6/,pretrained_models/MobileNetV2_CIFAR100.pth,1,0,25,1.0,39,0.6700406461954117,76.6,68.82,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/60/,pretrained_models/VGG11_CIFAR100.pth,4,6,25,1.0,39,0.5521794945001602,82.48,66.33,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/60/,pretrained_models/MobileNetV2_CIFAR100.pth,4,6,25,1.0,39,0.6606959193944931,76.84,69.33,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/61/,pretrained_models/VGG11_CIFAR100.pth,9,4,25,1.0,39,0.5617271229624748,82.08,66.0,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/61/,pretrained_models/MobileNetV2_CIFAR100.pth,9,4,25,1.0,39,0.6893075674772262,76.08,68.7,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/62/,pretrained_models/VGG11_CIFAR100.pth,0,7,25,1.0,39,0.5787033841013909,81.16,66.4,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/62/,pretrained_models/MobileNetV2_CIFAR100.pth,0,7,25,1.0,39,0.6740545600652694,75.96,69.05,False
